date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:11:41	49675/49675	---MCZ	200	added ('OK')	application/javascript	etag:W/%22822974687946bd7d91154a68c7415632%22	https://static.elfsight.com/platform/platform.js	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/static.elfsight.com/platform/platform.js	(from https://en.labarraca.nl/)
13:11:42	142/142	---M--	302	error ('Found')	text/html	date:Fri,%2003%20Nov%202023%2007:41:41%20GMT	https://en.labarraca.nl/barracanet	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/barracanet.e.delayed	(from https://en.labarraca.nl/)
13:11:42	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:41:41%20GMT	https://en.labarraca.nl/access-denied?usredir=%2Fbarracanet	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/access-denied62f7	(from https://en.labarraca.nl/)
13:11:54	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=61f53606a22f7e1a572993f6	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8d959.js	(from https://en.labarraca.nl/)
13:11:54	1056396/1056396	---M-Z	200	added ('OK')	text/javascript	etag:%22b2a897cc3b05f4ea3ee4255f8bbddc08%22	https://assets-global.website-files.com/61f53606a22f7e1a572993f6/js/webflow.0e1298ff8.js	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/assets-global.website-files.com/61f53606a22f7e1a572993f6/js/webflow.0e1298ff8.js	(from https://en.labarraca.nl/)
13:11:56	29048/29048	---M--	200	added ('OK')	application/javascript	etag:%221d9dff35fb6b378%22	https://cdn.formitable.com/sdk/v1/ft.sdk.min.js	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/cdn.formitable.com/sdk/v1/ft.sdk.min.js	(from https://en.labarraca.nl/)
13:11:56	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:41:55%20GMT	https://en.labarraca.nl/a	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/a	(from https://connect.facebook.net/en_US/fbevents.js)
13:11:57	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:41:56%20GMT	https://en.labarraca.nl/POST	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/POST	(from https://connect.facebook.net/en_US/fbevents.js)
13:11:57	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:41:56%20GMT	https://en.labarraca.nl/b.resolvedLink	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
13:11:57	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Nov%202023%2007:41:56%20GMT	https://en.labarraca.nl/schema.org/	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:11:58	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:41:57%20GMT	https://en.labarraca.nl/signals/iwl.js	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:00	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:41:57%20GMT	https://en.labarraca.nl/%22https://assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54e165b2373356cc89a83_La%20baraca%20Potato-HD%201080p%20(1	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/_https_/assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54e165b2373356cc89a83_La%20baraca%20Potato-HD%201080p%20(1.html	(from https://en.labarraca.nl/)
13:13:00	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:41:57%20GMT	https://en.labarraca.nl/werken-bij	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/werken-bij.html	(from https://en.labarraca.nl/)
13:13:01	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:41:58%20GMT	https://en.labarraca.nl/access-denied?usredir=%2Fbarracanet	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/access-denied62f7.html	(from https://en.labarraca.nl/)
13:13:01	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:41:58%20GMT	https://en.labarraca.nl/%22https://assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54d8645c6ae311a1261b2_IMG_4448-poster-00001.jpg%22	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/_https_/assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54d8645c6ae311a1261b2_IMG_4448-poster-00001.html	(from https://en.labarraca.nl/)
13:13:01	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:43:00%20GMT	https://en.labarraca.nl/POST	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:01	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:43:00%20GMT	https://en.labarraca.nl/a	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:01	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:43:01%20GMT	https://en.labarraca.nl/schema.org	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/schema.17.delayed	(from https://en.labarraca.nl/schema.org/)
13:14:01	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:43:01%20GMT	https://en.labarraca.nl/signals/iwl.js	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:14:15	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:43:01%20GMT	https://en.labarraca.nl/b.resolvedLink	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:14:15	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:43:01%20GMT	https://en.labarraca.nl/%22https://assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54e165b2373356cc89a83_La%20baraca%20Potato-HD%201080p%20(1	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/_https_/assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54e165b2373356cc89a83_La%20baraca%20Potato-HD%201080p%20(1.html	(from https://en.labarraca.nl/)
13:14:15	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:43:02%20GMT	https://en.labarraca.nl/werken-bij	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/werken-bij.html	(from https://en.labarraca.nl/)
13:15:15	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:44:12%20GMT	https://en.labarraca.nl/%22https://assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54d8645c6ae311a1261b2_IMG_4448-poster-00001.jpg%22	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/_https_/assets-global.website-files.com/61f53606a22f7e1a572993f6/61f54d8645c6ae311a1261b2_IMG_4448-poster-00001.html	(from https://en.labarraca.nl/)
13:15:18	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:44:15%20GMT	https://en.labarraca.nl/a	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:15:18	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:44:15%20GMT	https://en.labarraca.nl/access-denied?usredir=%2Fbarracanet	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/access-denied62f7.html	(from https://en.labarraca.nl/)
13:15:18	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:44:16%20GMT	https://en.labarraca.nl/POST	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:15:18	0/-1	---M--	502	error ('')			https://en.labarraca.nl/schema.org	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/schema.html	(from https://en.labarraca.nl/schema.org/)
13:15:18	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:45:15%20GMT	https://en.labarraca.nl/b.resolvedLink	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:15:18	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2003%20Nov%202023%2007:45:17%20GMT	https://en.labarraca.nl/signals/iwl.js	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:15:18	0/-1	---M--	502	error ('')			https://en.labarraca.nl/schema.org	C:/Users/kolip/Documents/Websites_Copy/walkingstreet_2/en.labarraca.nl/schema.html	(from https://en.labarraca.nl/schema.org/)
